canonical_id,name,security_level,implementation_type,disposition,execution_eligibility,policy_route,approval_mode,required_controls
126,Property OS,HIGH,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
127,Land-Title OS,CRITICAL,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;data_governance
128,Agriculture OS,HIGH,R&D,REFRAME,RESEARCH_ONLY,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;research_boundary
129,Water-Source OS,CRITICAL,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
130,Construction OS,CRITICAL,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
131,Infrastructure OS,CRITICAL,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
132,Smart-City OS,CRITICAL,R&D,REFRAME,RESEARCH_ONLY,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;research_boundary
133,Zoning OS,CRITICAL,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
134,Urban-Capture OS,HIGH,RETIRED_REFRAMED,REFRAME,CANONICAL_REFRAME_ONLY,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;canonical_reframe_only
135,Rural-Anchor OS,HIGH,RETIRED_REFRAMED,REFRAME,CANONICAL_REFRAME_ONLY,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;canonical_reframe_only
136,Satellite OS,CRITICAL,R&D,R&D,RESEARCH_ONLY,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;research_boundary
137,Orbital OS,CRITICAL,R&D,R&D,RESEARCH_ONLY,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;research_boundary
138,Star-Link OS,HIGH,INTEGRATION,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;connector_scope
139,Geospatial OS,CRITICAL,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;data_governance
140,Mapping OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
141,Climate OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
142,Environment OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
143,Sustainability OS,HIGH,POLICY,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
144,Resource-Recovery OS,CRITICAL,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
145,Disaster-Recovery OS,CRITICAL,POLICY,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
146,Maintenance OS,HIGH,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
147,Quality-Control OS,HIGH,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
148,Safety OS,CRITICAL,POLICY,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
149,Hazard-Check OS,CRITICAL,AUTOMATION,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;bounded_automation
150,Field-Agent OS,CRITICAL,AUTOMATION,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;bounded_automation
151,Health OS,CRITICAL,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;data_governance
152,Biology OS,CRITICAL,R&D,REFRAME,RESEARCH_ONLY,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;research_boundary
153,Bio-Metric OS,CRITICAL,CORE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
154,Nootropic OS,CRITICAL,RETIRED_REFRAMED,REFRAME,CANONICAL_REFRAME_ONLY,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;canonical_reframe_only;data_governance
155,Peak-Flow OS,MEDIUM,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,STANDARD,pillar_policy;actor_authorization;tenant_scope;audit
156,Circadian OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
157,Sleep OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
158,Nutrition OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
159,Exercise OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
160,Longevity OS,CRITICAL,R&D,REFRAME,RESEARCH_ONLY,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;research_boundary
161,Mental-Health OS,CRITICAL,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;data_governance
162,Resilience OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
163,Stoic OS,MEDIUM,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,STANDARD,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
164,Meditation OS,MEDIUM,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,STANDARD,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
165,Focus OS,MEDIUM,PRODUCT,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,STANDARD,pillar_policy;actor_authorization;tenant_scope;audit
166,Language OS,HIGH,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
167,Sepedi OS,HIGH,SHARED_SERVICE,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
168,Translation OS,HIGH,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
169,Linguistic-Moat OS,HIGH,RETIRED_REFRAMED,REFRAME,CANONICAL_REFRAME_ONLY,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;canonical_reframe_only;data_governance
170,Semantic OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
171,Manipulation OS,CRITICAL,RETIRED_REFRAMED,REFRAME,CANONICAL_REFRAME_ONLY,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;canonical_reframe_only;data_governance
172,Persuasion OS,HIGH,RETIRED_REFRAMED,REFRAME,CANONICAL_REFRAME_ONLY,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;canonical_reframe_only;data_governance
173,Rhetoric OS,HIGH,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
174,Diplomacy OS,HIGH,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
175,Negotiation OS,HIGH,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
176,Conflict-Resolution OS,HIGH,SHARED_SERVICE,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
177,Arbitration OS,CRITICAL,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
178,Court OS,CRITICAL,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
179,Law-Fare OS,CRITICAL,RETIRED_REFRAMED,REFRAME,CANONICAL_REFRAME_ONLY,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;canonical_reframe_only
180,Evidence OS,CRITICAL,CORE,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
181,Media OS,HIGH,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
182,Broadcasting OS,HIGH,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
183,Cinema OS,MEDIUM,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,STANDARD,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
184,Music OS,MEDIUM,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,STANDARD,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
185,Audio-Prime OS,HIGH,RETIRED_REFRAMED,REFRAME,CANONICAL_REFRAME_ONLY,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;canonical_reframe_only;data_governance
186,Video OS,HIGH,PRODUCT,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
187,Picture OS,CRITICAL,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;data_governance
188,Design OS,HIGH,SHARED_SERVICE,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
189,Aesthetic OS,MEDIUM,POLICY,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,STANDARD,pillar_policy;actor_authorization;tenant_scope;audit
190,Art OS,MEDIUM,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,STANDARD,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
191,Retail OS,HIGH,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
192,POS OS,CRITICAL,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
193,Consumer-Hive OS,HIGH,RETIRED_REFRAMED,REFRAME,CANONICAL_REFRAME_ONLY,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;canonical_reframe_only
194,Shopping OS,HIGH,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
195,E-commerce OS,CRITICAL,PRODUCT,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
196,Payment-Gateway OS,CRITICAL,CORE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
197,Ecosystem OS,HIGH,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
198,Platform OS,CRITICAL,CORE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
199,Membership OS,HIGH,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
200,Loyalty OS,HIGH,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
201,Data OS,CRITICAL,CORE,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;data_governance
202,Vector-DB OS,HIGH,SHARED_SERVICE,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
203,RAG OS,HIGH,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
204,Inference OS,CRITICAL,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;data_governance
205,Model-Train OS,CRITICAL,R&D,REFRAME,RESEARCH_ONLY,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;research_boundary;data_governance
206,Android OS,HIGH,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
207,iOS OS,HIGH,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
208,Mobile-Engine OS,HIGH,SHARED_SERVICE,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
209,Web-Sovereign OS,HIGH,R&D,REFRAME,RESEARCH_ONLY,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;research_boundary
210,Interface OS,HIGH,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
211,Dynamic OS,HIGH,AUTOMATION,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;bounded_automation
212,Payments OS,CRITICAL,CORE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
213,Checkout OS,CRITICAL,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
214,Billing OS,CRITICAL,CORE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
215,Pricing OS,HIGH,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
216,University OS,HIGH,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
217,Pedagogy OS,HIGH,POLICY,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
218,Learning OS,HIGH,PRODUCT,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
219,Talent-Forge OS,HIGH,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
220,Elite-Track OS,CRITICAL,POLICY,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;data_governance
221,Ethics OS,CRITICAL,POLICY,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
222,Philosophy OS,HIGH,POLICY,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
223,Theology OS,HIGH,RETIRED_REFRAMED,REFRAME,CANONICAL_REFRAME_ONLY,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;canonical_reframe_only;data_governance
224,Mythos OS,HIGH,RETIRED_REFRAMED,REFRAME,CANONICAL_REFRAME_ONLY,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;canonical_reframe_only;data_governance
225,Occult OS,HIGH,RETIRED_REFRAMED,REFRAME,CANONICAL_REFRAME_ONLY,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;canonical_reframe_only;data_governance
226,Globalisation OS,HIGH,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
227,Geopolitics OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
228,Macro-Arbitrage OS,CRITICAL,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
229,China OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
230,USA OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
231,South Africa OS,CRITICAL,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
232,Europe OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
233,UAE OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
234,Saudi Arabia OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
235,Sovereign-Wealth OS,CRITICAL,R&D,REFRAME,RESEARCH_ONLY,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;research_boundary
236,Wall Street OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
237,JSE OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
238,S&P 500 OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
239,Hedge Fund OS,CRITICAL,R&D,REFRAME,RESEARCH_ONLY,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;research_boundary
240,Blackrock OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
241,Trading OS,CRITICAL,R&D,REFRAME,RESEARCH_ONLY,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;research_boundary
242,Portfolio OS,CRITICAL,PRODUCT,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
243,Yield OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit
244,Risk OS,CRITICAL,CORE,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
245,Monte-Carlo OS,HIGH,DATA_PRODUCT,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
246,Social Media OS,HIGH,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
247,Community OS,HIGH,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
248,Engagement OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
249,Influencer OS,HIGH,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
250,Network OS,CRITICAL,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;data_governance
251,Tendering System OS,CRITICAL,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
252,Bidding OS,CRITICAL,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
253,Compliance-Audit OS,CRITICAL,SHARED_SERVICE,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
