source_id,source_name,dependency_raw,dependency_normalized,dependency_kind,target_id,target_name
111,Robotics OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
112,Actuator OS,Robotics OS,robotics,CANONICAL_OS,111,Robotics OS
112,Actuator OS,Safety OS,safety,CANONICAL_OS,148,Safety OS
112,Actuator OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
113,Drone-Swarm OS,Robotics OS,robotics,CANONICAL_OS,111,Robotics OS
113,Drone-Swarm OS,Fleet OS,fleet,CANONICAL_OS,114,Fleet OS
113,Drone-Swarm OS,Geospatial OS,geospatial,CANONICAL_OS,139,Geospatial OS
113,Drone-Swarm OS,Safety OS,safety,CANONICAL_OS,148,Safety OS
114,Fleet OS,Logistics OS,logistics,CANONICAL_OS,115,Logistics OS
114,Fleet OS,Maintenance OS,maintenance,CANONICAL_OS,146,Maintenance OS
114,Fleet OS,Geospatial OS,geospatial,CANONICAL_OS,139,Geospatial OS
115,Logistics OS,Fleet OS,fleet,CANONICAL_OS,114,Fleet OS
115,Logistics OS,Courier OS,courier,CANONICAL_OS,120,Courier OS
115,Logistics OS,Mapping OS,mapping,CANONICAL_OS,140,Mapping OS
116,Supply-Chain OS,Procurement OS,procurement,CANONICAL_OS,119,Procurement OS
116,Supply-Chain OS,Inventory OS,inventory,CANONICAL_OS,118,Inventory OS
116,Supply-Chain OS,Warehousing OS,warehousing,CANONICAL_OS,117,Warehousing OS
116,Supply-Chain OS,Logistics OS,logistics,CANONICAL_OS,115,Logistics OS
117,Warehousing OS,Inventory OS,inventory,CANONICAL_OS,118,Inventory OS
117,Warehousing OS,Locker OS,locker,CANONICAL_OS,122,Locker OS
117,Warehousing OS,Logistics OS,logistics,CANONICAL_OS,115,Logistics OS
118,Inventory OS,Warehousing OS,warehousing,CANONICAL_OS,117,Warehousing OS
118,Inventory OS,Supply-Chain OS,supply chain,CANONICAL_OS,116,Supply-Chain OS
118,Inventory OS,Commerce,commerce,PLATFORM_PRIMITIVE,,
119,Procurement OS,Inventory OS,inventory,CANONICAL_OS,118,Inventory OS
119,Procurement OS,Supply-Chain OS,supply chain,CANONICAL_OS,116,Supply-Chain OS
119,Procurement OS,Contract OS,contract,CANONICAL_OS,048,Contract OS
120,Courier OS,Fleet OS,fleet,CANONICAL_OS,114,Fleet OS
120,Courier OS,Logistics OS,logistics,CANONICAL_OS,115,Logistics OS
120,Courier OS,Records OS,records,CANONICAL_OS,269,Records OS
121,Ghost-Node OS,Locker OS,locker,CANONICAL_OS,122,Locker OS
121,Ghost-Node OS,Access-Control OS,access control,CANONICAL_OS,043,Access-Control OS
121,Ghost-Node OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
122,Locker OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
122,Locker OS,Access-Control OS,access control,CANONICAL_OS,043,Access-Control OS
122,Locker OS,Courier OS,courier,CANONICAL_OS,120,Courier OS
123,Regional-Trade OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
123,Regional-Trade OS,Logistics OS,logistics,CANONICAL_OS,115,Logistics OS
123,Regional-Trade OS,Supply-Chain OS,supply chain,CANONICAL_OS,116,Supply-Chain OS
124,SADC-Rail OS,Regional-Trade OS,regional trade,CANONICAL_OS,123,Regional-Trade OS
124,SADC-Rail OS,Logistics OS,logistics,CANONICAL_OS,115,Logistics OS
124,SADC-Rail OS,Corridor OS,corridor,CANONICAL_OS,125,Corridor OS
125,Corridor OS,Mapping OS,mapping,CANONICAL_OS,140,Mapping OS
125,Corridor OS,Regional-Trade OS,regional trade,CANONICAL_OS,123,Regional-Trade OS
125,Corridor OS,Logistics OS,logistics,CANONICAL_OS,115,Logistics OS
126,Property OS,Land-Title OS,land title,CANONICAL_OS,127,Land-Title OS
126,Property OS,Records OS,records,CANONICAL_OS,269,Records OS
126,Property OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
127,Land-Title OS,Property OS,property,CANONICAL_OS,126,Property OS
127,Land-Title OS,Records OS,records,CANONICAL_OS,269,Records OS
127,Land-Title OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
128,Agriculture OS,Water-Source OS,water source,CANONICAL_OS,129,Water-Source OS
128,Agriculture OS,Climate OS,climate,CANONICAL_OS,141,Climate OS
128,Agriculture OS,Safety OS,safety,CANONICAL_OS,148,Safety OS
129,Water-Source OS,Environment OS,environment,CANONICAL_OS,142,Environment OS
129,Water-Source OS,Maintenance OS,maintenance,CANONICAL_OS,146,Maintenance OS
129,Water-Source OS,Safety OS,safety,CANONICAL_OS,148,Safety OS
130,Construction OS,Property OS,property,CANONICAL_OS,126,Property OS
130,Construction OS,Infrastructure OS,infrastructure,CANONICAL_OS,131,Infrastructure OS
130,Construction OS,Safety OS,safety,CANONICAL_OS,148,Safety OS
131,Infrastructure OS,Energy OS,energy,CANONICAL_OS,103,Energy OS
131,Infrastructure OS,Network infrastructure,network infrastructure,PLATFORM_PRIMITIVE,,
131,Infrastructure OS,Maintenance OS,maintenance,CANONICAL_OS,146,Maintenance OS
132,Smart-City OS,Infrastructure OS,infrastructure,CANONICAL_OS,131,Infrastructure OS
132,Smart-City OS,IoT,iot,PLATFORM_PRIMITIVE,,
132,Smart-City OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
132,Smart-City OS,Privacy Governance,privacy governance,PLATFORM_PRIMITIVE,,
133,Zoning OS,Property OS,property,CANONICAL_OS,126,Property OS
133,Zoning OS,Mapping OS,mapping,CANONICAL_OS,140,Mapping OS
133,Zoning OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
134,Urban-Capture OS,Property OS,property,CANONICAL_OS,126,Property OS
134,Urban-Capture OS,Zoning OS,zoning,CANONICAL_OS,133,Zoning OS
134,Urban-Capture OS,Capital-Allocation OS,capital allocation,CANONICAL_OS,008,Capital-Allocation OS
135,Rural-Anchor OS,Agriculture OS,agriculture,CANONICAL_OS,128,Agriculture OS
135,Rural-Anchor OS,Regional-Trade OS,regional trade,CANONICAL_OS,123,Regional-Trade OS
135,Rural-Anchor OS,Infrastructure OS,infrastructure,CANONICAL_OS,131,Infrastructure OS
136,Satellite OS,Geospatial OS,geospatial,CANONICAL_OS,139,Geospatial OS
136,Satellite OS,Environment OS,environment,CANONICAL_OS,142,Environment OS
136,Satellite OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
137,Orbital OS,Satellite OS,satellite,CANONICAL_OS,136,Satellite OS
137,Orbital OS,Archive OS,archive,CANONICAL_OS,083,Archive OS
137,Orbital OS,Disaster-Recovery OS,disaster recovery,CANONICAL_OS,145,Disaster-Recovery OS
138,Star-Link OS,Network infrastructure,network infrastructure,PLATFORM_PRIMITIVE,,
138,Star-Link OS,Satellite OS,satellite,CANONICAL_OS,136,Satellite OS
138,Star-Link OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
139,Geospatial OS,Mapping OS,mapping,CANONICAL_OS,140,Mapping OS
139,Geospatial OS,Recon OS,recon,CANONICAL_OS,065,Recon OS
139,Geospatial OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
140,Mapping OS,Geospatial OS,geospatial,CANONICAL_OS,139,Geospatial OS
140,Mapping OS,Infrastructure OS,infrastructure,CANONICAL_OS,131,Infrastructure OS
141,Climate OS,Environment OS,environment,CANONICAL_OS,142,Environment OS
141,Climate OS,Solar-Grid OS,solar grid,CANONICAL_OS,104,Solar-Grid OS
141,Climate OS,Geospatial OS,geospatial,CANONICAL_OS,139,Geospatial OS
142,Environment OS,Sustainability OS,sustainability,CANONICAL_OS,143,Sustainability OS
142,Environment OS,Climate OS,climate,CANONICAL_OS,141,Climate OS
142,Environment OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
143,Sustainability OS,Environment OS,environment,CANONICAL_OS,142,Environment OS
143,Sustainability OS,Resource-Recovery OS,resource recovery,CANONICAL_OS,144,Resource-Recovery OS
143,Sustainability OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
144,Resource-Recovery OS,Inventory OS,inventory,CANONICAL_OS,118,Inventory OS
144,Resource-Recovery OS,Environment OS,environment,CANONICAL_OS,142,Environment OS
144,Resource-Recovery OS,Safety OS,safety,CANONICAL_OS,148,Safety OS
145,Disaster-Recovery OS,Backup systems,backup systems,PLATFORM_PRIMITIVE,,
145,Disaster-Recovery OS,Archive OS,archive,CANONICAL_OS,083,Archive OS
145,Disaster-Recovery OS,Infrastructure OS,infrastructure,CANONICAL_OS,131,Infrastructure OS
145,Disaster-Recovery OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
146,Maintenance OS,Hardware OS,hardware,CANONICAL_OS,110,Hardware OS
146,Maintenance OS,Inventory OS,inventory,CANONICAL_OS,118,Inventory OS
146,Maintenance OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
147,Quality-Control OS,Production OS,production,CANONICAL_OS,108,Production OS
147,Quality-Control OS,Deployment OS,deployment,CANONICAL_OS,029,Deployment OS
147,Quality-Control OS,Records OS,records,CANONICAL_OS,269,Records OS
148,Safety OS,Hazard-Check OS,hazard check,CANONICAL_OS,149,Hazard-Check OS
148,Safety OS,Maintenance OS,maintenance,CANONICAL_OS,146,Maintenance OS
148,Safety OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
149,Hazard-Check OS,Safety OS,safety,CANONICAL_OS,148,Safety OS
149,Hazard-Check OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
149,Hazard-Check OS,Maintenance OS,maintenance,CANONICAL_OS,146,Maintenance OS
150,Field-Agent OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
150,Field-Agent OS,Access-Control OS,access control,CANONICAL_OS,043,Access-Control OS
150,Field-Agent OS,Projects,projects,PLATFORM_PRIMITIVE,,
150,Field-Agent OS,Safety OS,safety,CANONICAL_OS,148,Safety OS
151,Health OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
151,Health OS,Records OS,records,CANONICAL_OS,269,Records OS
151,Health OS,Privacy Governance,privacy governance,PLATFORM_PRIMITIVE,,
152,Biology OS,Health OS,health,CANONICAL_OS,151,Health OS
152,Biology OS,Privacy Governance,privacy governance,PLATFORM_PRIMITIVE,,
152,Biology OS,Evidence OS,evidence,CANONICAL_OS,180,Evidence OS
153,Bio-Metric OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
153,Bio-Metric OS,Access-Control OS,access control,CANONICAL_OS,043,Access-Control OS
153,Bio-Metric OS,Encryption OS,encryption,CANONICAL_OS,040,Encryption OS
154,Nootropic OS,Health OS,health,CANONICAL_OS,151,Health OS
154,Nootropic OS,Evidence OS,evidence,CANONICAL_OS,180,Evidence OS
155,Peak-Flow OS,Focus OS,focus,CANONICAL_OS,165,Focus OS
155,Peak-Flow OS,Circadian OS,circadian,CANONICAL_OS,156,Circadian OS
156,Circadian OS,Sleep OS,sleep,CANONICAL_OS,157,Sleep OS
156,Circadian OS,Focus OS,focus,CANONICAL_OS,165,Focus OS
156,Circadian OS,Automation,automation,PLATFORM_PRIMITIVE,,
157,Sleep OS,Health OS,health,CANONICAL_OS,151,Health OS
157,Sleep OS,Circadian OS,circadian,CANONICAL_OS,156,Circadian OS
158,Nutrition OS,Health OS,health,CANONICAL_OS,151,Health OS
158,Nutrition OS,Records OS,records,CANONICAL_OS,269,Records OS
159,Exercise OS,Health OS,health,CANONICAL_OS,151,Health OS
159,Exercise OS,Records OS,records,CANONICAL_OS,269,Records OS
160,Longevity OS,Health OS,health,CANONICAL_OS,151,Health OS
160,Longevity OS,Biology OS,biology,CANONICAL_OS,152,Biology OS
160,Longevity OS,Evidence OS,evidence,CANONICAL_OS,180,Evidence OS
161,Mental-Health OS,Health OS,health,CANONICAL_OS,151,Health OS
161,Mental-Health OS,Resilience OS,resilience,CANONICAL_OS,162,Resilience OS
161,Mental-Health OS,Privacy Governance,privacy governance,PLATFORM_PRIMITIVE,,
162,Resilience OS,Mental-Health OS,mental health,CANONICAL_OS,161,Mental-Health OS
162,Resilience OS,Disaster-Recovery OS,disaster recovery,CANONICAL_OS,145,Disaster-Recovery OS
163,Stoic OS,Resilience OS,resilience,CANONICAL_OS,162,Resilience OS
163,Stoic OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
164,Meditation OS,Focus OS,focus,CANONICAL_OS,165,Focus OS
164,Meditation OS,Health OS,health,CANONICAL_OS,151,Health OS
165,Focus OS,Kiro-OS,kiro,CANONICAL_OS,024,Kiro-OS
165,Focus OS,Notification systems,notification systems,PLATFORM_PRIMITIVE,,
165,Focus OS,Peak-Flow OS,peak flow,CANONICAL_OS,155,Peak-Flow OS
166,Language OS,Translation OS,translation,CANONICAL_OS,168,Translation OS
166,Language OS,Semantic OS,semantic,CANONICAL_OS,170,Semantic OS
167,Sepedi OS,Language OS,language,CANONICAL_OS,166,Language OS
167,Sepedi OS,Translation OS,translation,CANONICAL_OS,168,Translation OS
168,Translation OS,Language OS,language,CANONICAL_OS,166,Language OS
168,Translation OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
168,Translation OS,AI Gateway,ai gateway,PLATFORM_PRIMITIVE,,
169,Linguistic-Moat OS,Language OS,language,CANONICAL_OS,166,Language OS
169,Linguistic-Moat OS,Sepedi OS,sepedi,CANONICAL_OS,167,Sepedi OS
169,Linguistic-Moat OS,Access-Control OS,access control,CANONICAL_OS,043,Access-Control OS
170,Semantic OS,Language OS,language,CANONICAL_OS,166,Language OS
170,Semantic OS,Marketing OS,marketing,CANONICAL_OS,056,Marketing OS
170,Semantic OS,Search Analytics,search analytics,PLATFORM_PRIMITIVE,,
171,Manipulation OS,Sentiment OS,sentiment,CANONICAL_OS,051,Sentiment OS
171,Manipulation OS,Marketing OS,marketing,CANONICAL_OS,056,Marketing OS
171,Manipulation OS,Experimentation,experimentation,PLATFORM_PRIMITIVE,,
172,Persuasion OS,Marketing OS,marketing,CANONICAL_OS,056,Marketing OS
172,Persuasion OS,Design OS,design,CANONICAL_OS,188,Design OS
172,Persuasion OS,Experimentation,experimentation,PLATFORM_PRIMITIVE,,
173,Rhetoric OS,Logic-Chain OS,logic chain,CANONICAL_OS,068,Logic-Chain OS
173,Rhetoric OS,Reasoning OS,reasoning,CANONICAL_OS,069,Reasoning OS
173,Rhetoric OS,Evidence OS,evidence,CANONICAL_OS,180,Evidence OS
174,Diplomacy OS,Alliance OS,alliance,CANONICAL_OS,079,Alliance OS
174,Diplomacy OS,Contract OS,contract,CANONICAL_OS,048,Contract OS
174,Diplomacy OS,CRM,crm,PLATFORM_PRIMITIVE,,
175,Negotiation OS,Contract OS,contract,CANONICAL_OS,048,Contract OS
175,Negotiation OS,Decision-Matrix OS,decision matrix,CANONICAL_OS,071,Decision-Matrix OS
175,Negotiation OS,Evidence OS,evidence,CANONICAL_OS,180,Evidence OS
176,Conflict-Resolution OS,Contract OS,contract,CANONICAL_OS,048,Contract OS
176,Conflict-Resolution OS,Negotiation OS,negotiation,CANONICAL_OS,175,Negotiation OS
176,Conflict-Resolution OS,Evidence OS,evidence,CANONICAL_OS,180,Evidence OS
177,Arbitration OS,Conflict-Resolution OS,conflict resolution,CANONICAL_OS,176,Conflict-Resolution OS
177,Arbitration OS,Contract OS,contract,CANONICAL_OS,048,Contract OS
177,Arbitration OS,Evidence OS,evidence,CANONICAL_OS,180,Evidence OS
178,Court OS,Evidence OS,evidence,CANONICAL_OS,180,Evidence OS
178,Court OS,Contract OS,contract,CANONICAL_OS,048,Contract OS
178,Court OS,Records OS,records,CANONICAL_OS,269,Records OS
179,Law-Fare OS,Court OS,court,CANONICAL_OS,178,Court OS
179,Law-Fare OS,Contract OS,contract,CANONICAL_OS,048,Contract OS
179,Law-Fare OS,Conflict-Resolution OS,conflict resolution,CANONICAL_OS,176,Conflict-Resolution OS
180,Evidence OS,Records OS,records,CANONICAL_OS,269,Records OS
180,Evidence OS,Audit-Vigil OS,audit vigil,CANONICAL_OS,006,Audit-Vigil OS
180,Evidence OS,Encryption OS,encryption,CANONICAL_OS,040,Encryption OS
181,Media OS,Marketing OS,marketing,CANONICAL_OS,056,Marketing OS
181,Media OS,Design OS,design,CANONICAL_OS,188,Design OS
181,Media OS,Records OS,records,CANONICAL_OS,269,Records OS
182,Broadcasting OS,Media OS,media,CANONICAL_OS,181,Media OS
182,Broadcasting OS,Video OS,video,CANONICAL_OS,186,Video OS
182,Broadcasting OS,Audio systems,audio systems,PLATFORM_PRIMITIVE,,
183,Cinema OS,Video OS,video,CANONICAL_OS,186,Video OS
183,Cinema OS,Art OS,art,CANONICAL_OS,190,Art OS
183,Cinema OS,Media OS,media,CANONICAL_OS,181,Media OS
184,Music OS,Media OS,media,CANONICAL_OS,181,Media OS
184,Music OS,Audio systems,audio systems,PLATFORM_PRIMITIVE,,
185,Audio-Prime OS,Music OS,music,CANONICAL_OS,184,Music OS
185,Audio-Prime OS,Shopping OS,shopping,CANONICAL_OS,194,Shopping OS
185,Audio-Prime OS,Experimentation,experimentation,PLATFORM_PRIMITIVE,,
186,Video OS,Media OS,media,CANONICAL_OS,181,Media OS
186,Video OS,Design OS,design,CANONICAL_OS,188,Design OS
186,Video OS,Storage,storage,PLATFORM_PRIMITIVE,,
187,Picture OS,Design OS,design,CANONICAL_OS,188,Design OS
187,Picture OS,Analytics,analytics,PLATFORM_PRIMITIVE,,
187,Picture OS,Privacy Governance,privacy governance,PLATFORM_PRIMITIVE,,
188,Design OS,Aesthetic OS,aesthetic,CANONICAL_OS,189,Aesthetic OS
188,Design OS,Accessibility,accessibility,PLATFORM_PRIMITIVE,,
188,Design OS,Frontend Platform,frontend platform,PLATFORM_PRIMITIVE,,
189,Aesthetic OS,Design OS,design,CANONICAL_OS,188,Design OS
189,Aesthetic OS,Accessibility,accessibility,PLATFORM_PRIMITIVE,,
190,Art OS,Design OS,design,CANONICAL_OS,188,Design OS
190,Art OS,Media OS,media,CANONICAL_OS,181,Media OS
190,Art OS,Localization Platform,localization platform,PLATFORM_PRIMITIVE,,
191,Retail OS,POS OS,pos,CANONICAL_OS,192,POS OS
191,Retail OS,Inventory OS,inventory,CANONICAL_OS,118,Inventory OS
191,Retail OS,CRM,crm,PLATFORM_PRIMITIVE,,
192,POS OS,Inventory OS,inventory,CANONICAL_OS,118,Inventory OS
192,POS OS,Payment-Gateway OS,payment gateway,CANONICAL_OS,196,Payment-Gateway OS
192,POS OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
193,Consumer-Hive OS,CRM,crm,PLATFORM_PRIMITIVE,,
193,Consumer-Hive OS,Retail OS,retail,CANONICAL_OS,191,Retail OS
193,Consumer-Hive OS,Shopping OS,shopping,CANONICAL_OS,194,Shopping OS
194,Shopping OS,E-commerce OS,e commerce,CANONICAL_OS,195,E-commerce OS
194,Shopping OS,Design OS,design,CANONICAL_OS,188,Design OS
194,Shopping OS,Recommendation systems,recommendation systems,PLATFORM_PRIMITIVE,,
195,E-commerce OS,Inventory OS,inventory,CANONICAL_OS,118,Inventory OS
195,E-commerce OS,Shopping OS,shopping,CANONICAL_OS,194,Shopping OS
195,E-commerce OS,Payment-Gateway OS,payment gateway,CANONICAL_OS,196,Payment-Gateway OS
195,E-commerce OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
196,Payment-Gateway OS,Banking OS,banking,CANONICAL_OS,001,Banking OS
196,Payment-Gateway OS,Medici-Ledger OS,medici ledger,CANONICAL_OS,017,Medici-Ledger OS
196,Payment-Gateway OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
197,Ecosystem OS,Platform OS,platform,CANONICAL_OS,198,Platform OS
197,Ecosystem OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
197,Ecosystem OS,Billing,billing,CANONICAL_OS,214,Billing OS
197,Ecosystem OS,Marketplace,marketplace,PLATFORM_PRIMITIVE,,
198,Platform OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
198,Platform OS,Protocol OS,protocol,CANONICAL_OS,041,Protocol OS
198,Platform OS,Cloud-OS,cloud,CANONICAL_OS,028,Cloud-OS
198,Platform OS,Governance OS,governance,CANONICAL_OS,049,Governance OS
199,Membership OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
199,Membership OS,Billing,billing,CANONICAL_OS,214,Billing OS
199,Membership OS,CRM,crm,PLATFORM_PRIMITIVE,,
199,Membership OS,Contract OS,contract,CANONICAL_OS,048,Contract OS
200,Loyalty OS,Membership OS,membership,CANONICAL_OS,199,Membership OS
200,Loyalty OS,CRM,crm,PLATFORM_PRIMITIVE,,
200,Loyalty OS,Commerce,commerce,PLATFORM_PRIMITIVE,,
201,Data OS,Integrations OS,integrations,PLATFORM_PRIMITIVE,,
201,Data OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
201,Data OS,Records OS,records,CANONICAL_OS,269,Records OS
202,Vector-DB OS,Data OS,data,CANONICAL_OS,201,Data OS
202,Vector-DB OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
202,Vector-DB OS,RAG OS,rag,CANONICAL_OS,203,RAG OS
203,RAG OS,Vector-DB OS,vector db,CANONICAL_OS,202,Vector-DB OS
203,RAG OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
203,RAG OS,Inference OS,inference,CANONICAL_OS,204,Inference OS
204,Inference OS,RAG OS,rag,CANONICAL_OS,203,RAG OS
204,Inference OS,Reasoning OS,reasoning,CANONICAL_OS,069,Reasoning OS
204,Inference OS,AI Gateway,ai gateway,PLATFORM_PRIMITIVE,,
205,Model-Train OS,Data OS,data,CANONICAL_OS,201,Data OS
205,Model-Train OS,Inference OS,inference,CANONICAL_OS,204,Inference OS
205,Model-Train OS,Evidence OS,evidence,CANONICAL_OS,180,Evidence OS
206,Android OS,Mobile-Engine OS,mobile engine,CANONICAL_OS,208,Mobile-Engine OS
206,Android OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
206,Android OS,Interface OS,interface,CANONICAL_OS,210,Interface OS
207,iOS OS,Mobile-Engine OS,mobile engine,CANONICAL_OS,208,Mobile-Engine OS
207,iOS OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
207,iOS OS,Interface OS,interface,CANONICAL_OS,210,Interface OS
208,Mobile-Engine OS,Android OS,android,CANONICAL_OS,206,Android OS
208,Mobile-Engine OS,iOS OS,ios,CANONICAL_OS,207,iOS OS
208,Mobile-Engine OS,Protocol OS,protocol,CANONICAL_OS,041,Protocol OS
209,Web-Sovereign OS,Protocol OS,protocol,CANONICAL_OS,041,Protocol OS
209,Web-Sovereign OS,Security OS,security,CANONICAL_OS,038,Security OS
209,Web-Sovereign OS,Network OS,network,CANONICAL_OS,250,Network OS
210,Interface OS,Design OS,design,CANONICAL_OS,188,Design OS
210,Interface OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
210,Interface OS,Protocol OS,protocol,CANONICAL_OS,041,Protocol OS
211,Dynamic OS,Interface OS,interface,CANONICAL_OS,210,Interface OS
211,Dynamic OS,Sentiment OS,sentiment,CANONICAL_OS,051,Sentiment OS
211,Dynamic OS,Experimentation,experimentation,PLATFORM_PRIMITIVE,,
212,Payments OS,Payment-Gateway OS,payment gateway,CANONICAL_OS,196,Payment-Gateway OS
212,Payments OS,Medici-Ledger OS,medici ledger,CANONICAL_OS,017,Medici-Ledger OS
212,Payments OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
213,Checkout OS,Payments OS,payments,CANONICAL_OS,212,Payments OS
213,Checkout OS,Shopping OS,shopping,CANONICAL_OS,194,Shopping OS
213,Checkout OS,Pricing OS,pricing,CANONICAL_OS,215,Pricing OS
214,Billing OS,Payments OS,payments,CANONICAL_OS,212,Payments OS
214,Billing OS,Pricing OS,pricing,CANONICAL_OS,215,Pricing OS
214,Billing OS,Medici-Ledger OS,medici ledger,CANONICAL_OS,017,Medici-Ledger OS
215,Pricing OS,Billing OS,billing,CANONICAL_OS,214,Billing OS
215,Pricing OS,Pricing data,pricing data,PLATFORM_PRIMITIVE,,
215,Pricing OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
216,University OS,Learning OS,learning,CANONICAL_OS,218,Learning OS
216,University OS,Talent-Forge OS,talent forge,CANONICAL_OS,219,Talent-Forge OS
216,University OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
217,Pedagogy OS,University OS,university,CANONICAL_OS,216,University OS
217,Pedagogy OS,Learning OS,learning,CANONICAL_OS,218,Learning OS
217,Pedagogy OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
218,Learning OS,Pedagogy OS,pedagogy,CANONICAL_OS,217,Pedagogy OS
218,Learning OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
218,Learning OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
219,Talent-Forge OS,Learning OS,learning,CANONICAL_OS,218,Learning OS
219,Talent-Forge OS,University OS,university,CANONICAL_OS,216,University OS
219,Talent-Forge OS,Projects,projects,PLATFORM_PRIMITIVE,,
220,Elite-Track OS,Talent-Forge OS,talent forge,CANONICAL_OS,219,Talent-Forge OS
220,Elite-Track OS,Evidence OS,evidence,CANONICAL_OS,180,Evidence OS
220,Elite-Track OS,Ethics OS,ethics,CANONICAL_OS,221,Ethics OS
221,Ethics OS,Pillars OS,pillars,PLATFORM_PRIMITIVE,,
221,Ethics OS,Governance OS,governance,CANONICAL_OS,049,Governance OS
221,Ethics OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
222,Philosophy OS,Ethics OS,ethics,CANONICAL_OS,221,Ethics OS
222,Philosophy OS,Reasoning OS,reasoning,CANONICAL_OS,069,Reasoning OS
222,Philosophy OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
223,Theology OS,Ethics OS,ethics,CANONICAL_OS,221,Ethics OS
223,Theology OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
223,Theology OS,Media OS,media,CANONICAL_OS,181,Media OS
224,Mythos OS,Narrative OS,narrative,CANONICAL_OS,052,Narrative OS
224,Mythos OS,Media OS,media,CANONICAL_OS,181,Media OS
224,Mythos OS,Ethics OS,ethics,CANONICAL_OS,221,Ethics OS
225,Occult OS,Aesthetic OS,aesthetic,CANONICAL_OS,189,Aesthetic OS
225,Occult OS,Art OS,art,CANONICAL_OS,190,Art OS
225,Occult OS,Ethics OS,ethics,CANONICAL_OS,221,Ethics OS
226,Globalisation OS,Jurisdiction OS,jurisdiction,CANONICAL_OS,045,Jurisdiction OS
226,Globalisation OS,Regional-Trade OS,regional trade,CANONICAL_OS,123,Regional-Trade OS
226,Globalisation OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
227,Geopolitics OS,Geospatial OS,geospatial,CANONICAL_OS,139,Geospatial OS
227,Geopolitics OS,Risk OS,risk,CANONICAL_OS,244,Risk OS
227,Geopolitics OS,Information-Vacuum OS,information vacuum,CANONICAL_OS,066,Information-Vacuum OS
228,Macro-Arbitrage OS,Risk OS,risk,CANONICAL_OS,244,Risk OS
228,Macro-Arbitrage OS,Fiat-Hedge OS,fiat hedge,CANONICAL_OS,014,Fiat-Hedge OS
228,Macro-Arbitrage OS,Portfolio OS,portfolio,CANONICAL_OS,242,Portfolio OS
229,China OS,Geopolitics OS,geopolitics,CANONICAL_OS,227,Geopolitics OS
229,China OS,Supply-Chain OS,supply chain,CANONICAL_OS,116,Supply-Chain OS
229,China OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
230,USA OS,Geopolitics OS,geopolitics,CANONICAL_OS,227,Geopolitics OS
230,USA OS,Wall Street OS,wall street,CANONICAL_OS,236,Wall Street OS
230,USA OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
231,South Africa OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
